Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1200
df9f55bd-1e90-11ef-8cfd-0242ac120003,,CIEL:159959;org.openmrs.module.bacteriology:SPECIMEN_SAMPLE_SOURCE,Specimen Sample Source,,,,,,,,,b243031f-a2c4-42cf-9c4f-721f33796f7f;159994AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,,,,,,,
